inventor_first_name,inventor_last_name,inventor_id
Jennifer M.,Russo,9412102-4
Elizabeth H.,Carwile,D317541-1
David S.,Skrzelowksi,D424332-1
Edward,Petit de Mange,8292449-3
Clark F.,Crites,4901933-1
Ryan F.,Brager,7869904-5
Donald M.,Earley,4018270-3
Gary W.,McCoy,4867833-1
Timothy,Menard,9715369-1
Daniel L.,Betts,5134813-1
Martin,Drumb,9199579-3
Graham Ralph,Keltner,9539037-3
Ralph F.,Osterhout,10018837-5
John J.,Hennen,4186889-2
Jiang,Liu,7299166-1
Alex,Delgado,5697851-1
James T.,Harper,8326134-1
David P.,Tate,3976628-2
Henry J.,Banas,6398579-1
John R.,Bednarski,4104234-1
Clifford K.,"Bebout, IV",9329068-1
Oliver,Fiehn,8367359-2
Richard R.,Taylor,6018858-1
Wright Landrum,Bunch,7500574-2
Timothy Allen,Fitzpatrick,4029484-1
Gregg D.,Paul,5132494-2
Philip E.,McGrath,5464498-1
Argenis,Fernandez,10007459-1
Honghai,Zhong,5120703-3
James,Foppiano,8634186-2
Srinivasa,Rangan,6711654-1
Fredrick S.,Liljegren,6779399-1
Arturo,Palacios,8555983-1
Jugal K.,Taneja,10004700-1
Gerald S.,Banks,5003189-2
Ronald J.,Clark,5400745-2
Atsushi,Kawasaki,10056878-3
Walter W.,Harvey,3979275-1
Todd A.,Kilpela,9028501-2
John S,Michalek,7233138-1
Archie A.,Lennon,4878547-1
Kenneth M.,Rosier,4528504-4
Charles E.,Whipkey,D344806-1
Tom,Mason,9987742-2
Gilbert B.,"Clift, Jr.",5358691-2
Richard D.,Tarr,4659801-5
George M.,Kessler,6319048-3
Diane L.,Ostrowski,4219136-2
Mary Winna,Fox,9076319-4
Jeffrey J.,Moses,6092533-1
Peter Van,Smith,8540897-2
Mazhar Ul,Hoque,9553187-3
Drew,Speer,5211875-1
Robert W.,Hered,6440065-1
Montana Trey,Lorenzo,7984941-1
Ron,Chang,D684270-1
Takeo,Hokama,3941580-1
Travis Sean,Mashburn,6861975-2
Adam Nathan,Deedler,8244481-2
Benjamin Grayson,Wolff,10036167-3
Christopher J.,Langford,8496985-1
Bob,Chinnock,6578435-6
Glen A.,Gardner,D282936-1
Edward Michael,Hansburg,6390590-1
Yan Zhe,Tang,8957470-1
Philip R.,Manela,5072364-3
Jennifer,Clum,7475928-2
Bruce,Kolloff,6717302-1
Salvador,Palanca,6073210-1
William A.,"Hoffmann, III",4076727-2
Jerold E.,Garland,9452703-4
Mauritza,Beck,6202225-2
Bobby R.,Delaney,4189939-2
Charles I.,Hall,6523402-1
Mark D.,Rayner,10097078-1
Richard,Johnson,6232722-2
David A.,Iero,5111584-1
Aaron,Littlefield,6697464-3
Andr M.,Lippens,8987573-1
Jane Jia,Liu,6165623-2
Alexandr,Pekar,6978784-1
Michael R.,Burkard,5811241-5
Richard,Bonanno,6752730-2
Nathan Todd,Froese,8293680-3
Alan J.,Olsson,10064471-2
Leo J.,"Crotty, Jr.",9204525-4
Matthew J.,Dalton,7208551-2
Wesley R.,Witte,6983296-2
Shailesh Jayantilal,Patel,6258317-2
Jeffrey G.,Wiley,6898625-3
S. Unnikrishna,Pillai,6778514-2
Yuqing,Hou,6608111-5
Jason,Swinford,10024141-1
A. Perry,"Morgan, Jr.",4040364-1
Eugene,Han,8321527-4
Katie,Fiske,8728434-3
Richard G.,Kraft,5928681-3
Aeryung,Moon,7797427-2
Robert,Sherman,4287468-1
Don,Wilder,5087404-3
Randolph,Borene,7836793-1
William M.,Clark,5188390-1
Taiyan,Yam,PP26187-1
Hollis,Spence,5309601-4
Jack L.,Rhoads,4274369-1
Fabian,Radulescu,7276777-1
Angela M.,Avery,6368594-3
Dan W,Marshall,9334728-1
Don,Meader,5768853-5
John G.,"Freiberger, Jr.",D309476-1
Maxime,Matras,9966167-10
Mensan Teko,Kinvi,8510916-1
John L.,Schulze,6270604-5
Travis,Schmeisser,D734388-3
Alfredo,Vincenty,9888265-8
Mehran K.,Rahbar,5356079-1
Dylan,Scott,9600146-5
Leonard,Driscoll,7028190-6
David J.,Yang,5192525-1
Stephen P.,Renwick,6943882-1
Earl E.,Holmes,5893468-1
William J.,Every,4992220-3
John A.,Zahorchak,4306529-4
K. Selcuk,Candan,6175829-2
Richard C.,Jenkins,4439960-1
Morton,Minkus,4456639-2
William,Patt,4600707-1
Darlene S,Taylor,D410784-4
Julian G.,Valdez,9411920-4
Chih-I,Yang,8603348-2
Lois,Myeroff,8642271-3
Chenyu,Yan,9817698-4
Jean-Paul,Larriberot,5634307-1
David D.,Bettger,6033169-1
Forhad,Ahmed,10007585-2
Sharon K.,Collins,D333160-1
Lawrence S.,Wittenbrook,3942973-1
John W.,Facemire,7947739-4
Sumit,Chanda,7344833-1
Thomas D.,"East, IV",5975748-1
Konanur Chandra,Shekar,7403975-2
Larry L.,Helwig,D367433-1
Lisa N.,Weddle Marchese,4950697-2
Steven Orville,Stocker,5651623-2
Alain,Sei,6396588-1
Robert John,McElligott,6789427-10
Craig B.,Woodard,5244264-1
Hiroshi,Kobayashi,D258704-1
George W.,Cole,4731765-1
Darin,Teal,D709740-1
Paul David,Johnson,D832369-1
Daniel B.,Johnson,5016390-1
John Michael,Vezmar,5828345-2
Jeff L.,Hymer,5845990-1
Chris,Pate,D475710-6
Michael E.,Quaranta,5063717-2
Sarath G.,Tennakoon,6795176-1
David J.,Bernard,6764083-1
Khalid A.,Farrag,7021868-1
James C.,Huntington,4481594-3
Adam Charles,Nelson,7069427-9
David Adam,Worley,10072190-4
Faraj Y.,Kashkooli,4151635-1
Carl E.,Hudson,4897022-1
E. Roy,John,4171696-1
James,"Givens, Jr.",D546451-1
Judson T.,Valentine,8113129-2
William J.,Lahm,4986414-4
Jed,Anderson,7025370-1
Maurice,Cuijpers,6462664-1
Gregory A.,Schmidt,5407393-1
Thomas N.,Packard,4151471-1
Francis H.,Dulin,3968057-1
J. J.,"Grady, III",4648030-3
James Joseph,Sullivan,10092303-2
Joshua Dean,Graeve,7451686-1
Patrick J.,Nasiatka,8197539-1
Vincent,Slepack,10054305-1
Matthew,Penarczyk,8713688-4
Michael J.,Buckley,7354937-1
Cynthia,Wetzel,9636979-2
David Michael,Colven,7352781-2
Kelley,Gerschke,10011744-2
John Christopher,Petrakis,8979045-1
Richard F.,Bayless,6326524-2
Dale U.,Chang,4531044-1
Kathryn F.,LaNoue,5300298-1
Ronald K.,Garlow,4901349-2
Bernard J.,"Nash, Jr.",4107807-1
Kevin,Beers,4974826-3
Robert J.,Lenaburg,7641149-2
Kingsley Chukwudum,Nwosu,7216803-1
Charles D.,Nix,4932348-1
David L.,Abel,D319518-1
James R.,Fajt,5925230-1
Subhajit,Mukherjee,9925222-2
David L.,Edens,6105305-1
David G.,Perryman,6129265-1
Alan L.,Solenberger,8207280-6
Yao-Te,Huang,10012371-3
Jan-Erik,Osterholm,5151221-1
Wingo,Huang,6693352-1
Paul,Fathauer,6852020-3
Odest Chadwicke,Jenkins,8577126-2
Mayule,Tomimbang,9978553-2
Russell P.,Lotta,4087127-1
Richard D.,Zenger,4459793-1
Monica,Santin,8852596-3
Daniel W.,Crandall,8762179-2
Robert L.,Melcher,7075822-4
Harold,Rothchild,3960664-2
William H.,Evilsizer,5193592-1
Donald H.,Bierdeman,4887823-2
Willy,Borner,4435982-1
M. Wayne,Saville,5665345-2
Frank Myung-Hi,Sohn,4056755-1
Michael F.,Richardson,4910741-2
Thomas Henry,Taylor,9282376-5
Clifford E.,Anderson,3939700-1
Rommel,Deleon,D424247-1
Alejandro V.,Natividad,8813219-1
Carl F.,Shaffer,5487640-1
Steven J.,Buelow,5133877-2
Frank,Wilson,7398140-2
Chris,Jaeger,8250687-8
Walter R.,Pfitzinger,5180090-2
Joseph K.,Belanoff,6150349-2
John N.,Turley,4149643-2
Theodore J.,Beyer,7347852-4
Marshall A.,Zablen,4438763-1
Eugene R.,Parente,5763761-1
Keith W.,Ingram,5012630-1
Donald D.,Dawkins,7661872-3
Carl,Lewis,4863408-1
Michael H.,Peine,6820349-1
Karen A.,Lewno,6376422-2
Jon Patrick,Longtin,7208193-4
Craig E.,Divine,8596351-1
Matthew A.,Stough,6731066-2
Amy Fessler,Cotta,7637855-4
Sean P.,Carroll,7364057-1
J. Alfonso,Torres,7700801-2
Harry W.,Hartjes,5699391-6
Joe Don,Nevill,7976259-2
Ron L.,Klein,8905275-1
Eric D.,Erickson,4496520-2
Jennifer M.,Heemstra,8735367-1
Jeffrey L.,Huxley,7584107-2
Ronald D.,Carey,4088615-3
Gary P.,East,4552553-2
Pinar,Kurt,8446666-1
James G.,O'Dowd,4880664-1
Stefan,Gravenstein,5569457-2
Freddie,Mason,4057410-3
Kee,Park,6549452-1
Jitendra,Jain,9393715-2
Ronnie J.,Runyon,4867715-2
Richard L.,Kisner,4961604-1
Robert J.,Peterson,8190714-2
Terence E.,Barton,6031535-1
Ronald S.,Denslow,4881514-2
W. Louis,Cleveland,7958063-2
Paul W.,Cushman,5647710-1
Frank G.,Majerowicz,5293960-1
Timothy,Cavanaugh,9064328-2
Siva Kumar,Ravada,10089712-4
Nicolita,Papa,8015278-1
Aaron,Miller,D808815-2
Edward L.,Lewis,4566138-1
John J.,Jacoby,4934013-1
Jeremy,Pickens,7822765-2
Kyong J.,Shim,7719976-7
Fabio,DeAmicis,6149786-2
Mason L.,Freed,6671660-1
Stanley B.,Dozier,6264055-1
Matthew,Mischakoff,4464970-1
Michael Kenneth,Brumfield,9328979-1
Bruce J.,Bolen,D254621-1
Norman D.,Calvert,8132486-1
Betsy T.,Kren,6524613-2
Ron,Riley,8512424-4
Hari,Rathod,9160724-1
Jeffrey,Amsterdam,10122779-1
Dennis K.,Fisher,4968558-1
Alessandro,Minzoni,6765421-2
Yuen-Ming,Chang,6183914-3
Sidney B.,Rigg,6203404-2
Jeffrey J.,Krueger,9221187-2
Ping,Tsui,6085393-1
John R.,Radzik,6089912-2
John S.,Schroeder,4011795-2
Paul Arthur,Tichauer,4081270-1
De A.,Upton,D303644-1
Amitha,Pulijala,8527347-1
Joseph E.,Werner,5225018-3
Gil,Lavean,5943331-1
Heather D.,Leifeste,8154099-3
Joe D.,Hardin,4248305-3
Donald E.,Thresh,10005302-3
Cheryl Gay,McGill,6817138-2
Joseph Eugene,Davis,8343118-1
Daniel,Gintis,4407889-1
Robert,Estey,9744128-2
Mike,Doub,6594762-1
Christopher A.,Kastl,5863237-2
Milenko,Masic,8485183-1
Janice,Chandler,5468229-1
Donna,Weiland,6916974-2
Keith R.,Houser,5993499-1
Amar J.,Singh,4234968-1
Paul L.,Couvillion,4411439-1
Tracy L.,Keller,5875869-3
Jason,Nielson,8626651-13
Guillermo,Ortiz,8155627-5
Richard L.,Linson,5442895-1
Karol J.,Thomas,4948386-3
Mitchell H.,Fields,8768116-2
Tuan,Vo-Dinh,4674878-1
Cheryl,Winslow,7503269-1
Marjie,Goode,D607940-2
Chaim,Gur-Arieh,3984580-1
Sammy J.,Graham,7437688-1
Vince,Romano,7016951-5
Scott,Cardwell,6019862-2
Harjit S.,Hunjan,4648794-1
John Rey,Hollis,5664983-1
Joel H.,Grosse,7258312-1
Petro,Vlahos,3969593-1
Charles E.,Brukl,4975411-2
Ignacio V.,Gorospe,6151819-1
Douglas J.,Snyder,10053222-1
Neil E.,Grah,4166206-2
Wiliam Phillip,Jonas,7246738-1
Jeffrey,Fasnacht,7121039-1
Philip H.,Knott,3990772-1
Wijnand P.,Schoenmakers,5323263-1
Angelo D.,"Paletta, representative",4767221-2
John F.,Ohlson,4187698-1
C. Scott,Burriss,7951012-1
Jamarl Kevin,Simon,D828208-2
Yung-Jyh,Ling,8915750-5
Attila,Kabai,9505136-6
Nicholas,Beaudrot,8782285-3
Diana L.,McDonough,5823846-4
Ray Albert,Sheahan,4099672-1
Steven R.,Smithberger,4986610-5
Bruce,Gaedke,6584881-4
Anthony J.,Richardson,8215171-3
Bobby L.,Sapp,4611951-1
An B.,Nguyen,6049459-4
Manoj,Panda,7979854-3
Howard,Benjamin,5817626-2
Bazhang,Yu,7534330-1
Alfred J.,Menard,4770672-1
Louis C.,Fiorucci,4367213-1
Franklin C.,Miller,4192510-1
Michael,Mittelstein,10123905-1
Amir Ali,Radjai,10025732-4
Eduardo,Paredes,9546364-2
Carl M.,Getz,4964384-1
Robert,Winer,5111971-1
Mike,Eynon,8627479-2
Robert Walters,Mumper,7633754-1
Gregorio,Tellez,9786981-2
Harvey L.,"Crow, Jr.",6409187-1
Gregg J.,Lafontaine,5984720-3
Brent,Biggs,7467229-1
Junaid Ahmed,Zubairi,9718557-1
William P.,Jacobson,9697388-1
Tyler W.,Smith,5297716-1
Paul Michael,Siy,10120626-1
Gary S.,Engelson,D438524-10
Gerard S.,Baron,8666712-2
Julian H.,McLain,9534186-2
Larry,Altman,D588105-1
Brian,Riess,6621185-1
Timothy S.,Lintz,5145811-1
Peter Mark,Hennessy,10097899-3
Ralph W.,Dowdell,4558493-1
Richard A.,Novak,10007263-9
Derek,Hullinger,8058674-1
Frank,Du,9825229-7
Robert,Morales,7895102-2
Hsien C.,Wang,4474924-2
Pietro Arturo,Bernasconi,6381383-1
John Allen,"Oliver, Jr.",5782260-3
David A.,Morton,6636228-1
Nicholas William,Gillett,9208201-7
Jeffrey S.,Grimm,7893257-2
Timothy C.,Rozema,5788901-2
Drin-Guang W.,Chen,7346880-4
Lloyd W.,Cockrum,5147986-1
Gary E.,Cargill,5667933-1
Christian,Taijeron,9193076-1
Judson E.,Goodrich,4207231-1
Edwin F.,"Sharpe, III",D324525-4
Wendell E.,Robb,4460017-1
Khurram,Khani,9641249-3
John Michael,Yarolin,6839861-4
Judith Lee,Harper,7293645-1
John Frederick,Boylan,6881542-1
Shahriar,Malakiman,8992272-1
Chris,Stook,9494810-5
Joseph D.,Matthews,5402536-1
John Lawrence,Sernyk,5965755-1
Roger D.,Dalton,5269030-6
Thomas Edwin,Dellinger,6237151-1
John S.,Buchan,7484450-3
Richard J.,Pitman,5711141-1
Krishna,Menon,8338454-1
William R.,Shults,6604081-2
Vald,Bril,5841418-1
Roger A.,Fujimoto,4977144-1
Robert J.,Block,3951644-1
Thomas L.,Verkaik,6729085-6
Christopher H.,Cates,10138626-1
Steven R.,Weinschenk,10093033-1
Matthew R.,McCarthy,9516401-3
Edward A.,Martin,5355513-2
Dennis P.,Ward,5476082-2
Richard J.,Budin,4692746-1
Peter Vernon,Hervish,5911875-1
William J.,Novak,6390759-1
Christopher E.,Marchant,4414669-2
Justin L.,Fernandes,9715012-1
John W.,Keller,5210025-1
Lars Arvid,Norberg,9887839-2
John A.,Buhler,PP9594-1
J. Richard,Agent,4077180-1
Richard I.,Seidner,5175813-3
Laura Jean,Coates,9187180-1
Mei X.,Wu,5843635-2
Regina,Noel,D633491-1
Daren Dale,Pilch,5797212-2
George H.,Pirman,3995990-2
Rosemarie O.,Coe,6102871-1
Hani,Yakan,7389256-2
Matthew Miinshiou,Huang,8480143-1
Duane E.,Newman,7258395-7
Adam,Swofford,9412203-3
Mark Daniel,Rogalski,5671417-2
Carrie H.,Fang,8071137-2
Michael W.,Becker,4657698-2
Steve,Chazin,8994777-1
Georg B. L.,Adams,7267114-1
Ralph W.,Murphy,4207697-1
Steve,Lawson,4848194-2
Andrew S.,Moss,7591008-2
Latora W.,Todd Jackson,9101557-5
David Edgar,Lluncor,10102482-4
Jeremy Richard,Hill,D684988-3
Kurt,Aslakson,6082631-1
Chad W.,Vice,D693696-1
Sebastian A.,Jones,D461291-3
William P.,Freund,4278242-1
Amangeldy,Utinchiev,4285189-14
Mark F.,Hodges,9345331-2
Eid E.,Haddad,6440408-2
Andrew E.,"Simons, Sr.",5667590-1
Craig,Fleming,7463812-4
Roger D.,Ridgeway,8721772-2
Michael D.,Gibson,5953814-2
Robert E.,Gordon,4531094-2
Lawrence G.,Arnone,9464890-3
Paul,Kracauer,4206209-1
Josephine,Hicks,4698855-1
Richard,Merrill,4130894-1
Jeffrey M.,Lairsey,10009766-5
Anthony D.,McGettigan,6795243-1
Jaques,Dubois,4178513-1
Christina Chen,Campbell,D677674-3
Jan S.,Berghoff,5594802-1
A. Franklin,Turner,4214267-2
Blaine D.,Kaeser,10036311-1
Ed,Anderson,8245456-1
John W.,May,4614882-2
Thomas,Perez,4098176-1
Narayan D,Raju,10118835-2
Jeff P.,Lewis,5906097-6
Colin W.,Skinner,6208584-1
Gary S.,Schlager,5465458-1
John T.,Perry,4932669-1
Arnold W.,Reinsch,4280796-1
Albert F.,Kunz,6702530-3
John F.,Mazzae,4138592-2
Garrett Blake,Frieden,9854784-1
Joseph A.,Anscher,4566660-1
Anthony,Stavola,D289387-1
Thomas J.,Voegeli,4340182-5
Paul,Ginzburg,9642633-2
Raouf A.,Guirguis,4912057-1
Daniel R.,"Spisiak, Jr.",5198251-3
Angela J,Henderson,9320735-2
Paul R.,Egger,4243281-1
Scotty Joe,Ledbetter,7406760-1
Abhishek,Jacob,8589424-2
Dale R.,Hart,5168817-2
Boris,Bark,6442378-3
Michael E.,Lawrence,6492932-2
Charisma,Bogue,9368950-1
John Martin,Baker,5852437-2
Scott R.,Novis,5728998-1
Craig,Block,5277722-1
Tommy A.,Smith,D348301-1
Anupam,Gangopadhyay,6728380-2
Harold M.,Grinwald,5464178-1
Sergio A.,Regalado,D295343-1
Albert I.,Berglund,4765514-1
Robert E.,Rader,4936588-1
Carl C.,Bjornson,6173210-1
Anthony,Durkowski,10102998-2
Prasanna,Vasu,7803597-5
Stephen C.,Hilla,6094708-1
Matthew Owen,Stefanick,7673446-4
Christopher D.,Conover,6427079-2
Todd,Elliott,10096058-4
Mimi,Kingsley,9061196-1
Ralph E.,Dickey,4040547-1
Ellen,Lemisch,4190287-1
Wayne E.,Newman,D531867-2
Michael G.,Field,8136618-1
Henry Edward,Brynzda,8030422-1
Verceena,Brown-Coody,9237739-2
Robert Eugene,Gilligan,7085883-2
Renae D.,Chafey,8262113-2
Andrew M.,Olah,4725287-3
William H.,All,5283093-1
Matthew B.,Stacy,7482421-3
Constantine S.,Mitsiades,7381703-4
Tomokazu,Sato,4945053-2
Michael A.,Costa,6247879-1
Robert Charles,Devlin,9099384-5
John W.,Hesterman,4748634-1
Cindy J.,Minor,6582263-2
Michael Ryan,DeMartini,9977456-2
Tammy,Appleton,D760852-1
Floyd A.,Smith,5549237-2
Ronald E.,Foege,4379611-1
Yabin,Zhao,8844749-2
Thomas W.,Anderson,4330759-1
J. M.,Brooks,5496775-1
Michael Finbarr,Scully,5576304-2
Donald Lee,Ashlock,6301824-1
Donald C.,Grant,5632866-1
Bianca A.,Morganroth,8613829-2
Richard M.,Lazarus,6107367-1
Sunil,Srinivasan,10103010-4
James Parker,"Kaiser, II",10005698-1
Guillermo,Sosa,4767334-2
David,Weisburg,4316238-2
Ankur M.,Bhosale,10012117-1
Joseph,Burfitt,D813902-2
Joseph,Mordini,4857970-1
Leland R.,Baker,5144422-1
Dan I.,Fieldman,4317987-1
Henry,Bourgeois,H002080-1
Robert C.,Clapp,3978358-3
Rafael H.,Saavedra,7130740-2
Daniel F.,Gagnon,5008594-2
Katherine,Niedermeyer,9448755-4
John R.,Dubberley,8504299-1
Noah,Decker,7614638-3
Nesbitt D.,Brown,5132297-1
Carl,Arndt,4279585-1
Bruno P.,Lequesne,4779582-1
James D.,Gibson,4182264-1
Stylianos S.,Manousos,D395982-2
Jack,Goss,9424734-5
William H.,Garrison,4237154-1
Nacer Eddine,Abbas,5780223-4
Edgar J.,Unrein,4766746-10
Mathew T.,Abraham,9565493-1
Steven A.,Willow,4252084-1
Yoshiharu,Yamanishi,4849431-7
Jack D.,Dollen,D256732-1
Dale Arthur,Mehr,6141658-1
Jacob Keikiokelii,Sistrunk,9176950-3
Jon A.,Debling,6255403-4
Daphna,Frenkel,5552307-3
David (Chi-Shung),Wang,7330587-2
Robert T.,Rasmussen,3953202-1
Jessica,Fridrich,6831991-1
Ali,Sadigh,7441213-3
Jay,Sandler,6752235-2
Benjamin F.,Abbott,7650304-2
Suhas,Maheshaiah,9818061-2
Robert E.,"Bodenheimer, Jr.",5982389-4
Catherine M,Allen,9033491-1
Brad,Erickson,D650957-1
Yves,Lajeunesse,5660949-1
Jay Jie-Qiang,WU,9738659-1
Sachidananda R.,Babu,8093094-3
Jeffrey S.,Weisman,8799157-1
Michael K.,Gore,8622660-1
Amanda,Huppert,8399040-2
Jeffrey L.,Bodgan,7631272-1
Jeffrey,Croteau,7225558-3
Ian,Howie,5626471-1
Arthur Monroe,Turner,6030853-2
Michael,Stanton,D501786-2
Naveen,Neelakantam,10037440-4
Heather Dawn,Agnew,8710180-2
William C.,Heath,9180577-1
Nasser C.,Pirshafiey,10076216-6
James,Hammer,8778406-2
Lisa Henry,Holmes,6741150-1
Danilo E.,Gurovich,8529327-1
Alan D.,Seward,9551482-1
Terry A.,Smith,5570117-3
Eugene A.,Mikolas,4053218-1
Michael J.,Courtney,10099729-4
Darrell D.,Thompson,7004277-2
Gianpaolo,Maestrone,4839382-1
Nilesh V.,Kulkarni,8285659-1
Vivek,Puri,7509285-2
Christopher J.,Zwettler,5385782-1
Elangovan,Ramanathan,6106657-4
Andrew Clive,Wood,9508078-4
Cong,Liu,8577665-2
Richard A.,Parent,4989291-1
Paul,Given,5481597-1
Allen W.,Koehlinger,4131230-1
Matthew,Nelson,8739451-1
Wanda Lynne,Pierce,6491051-2
Scott O.,Campbell,4677322-2
Haibo,Lu,9449110-3
Evelyn H.,Krusko,3981306-1
Walter Harvey,"Crompton, Jr.",7662151-1
George C.,Carver,4715110-2
James J.,"Karaganis, Jr.",5201813-3
Sharon B.,Hopkinson,5918425-3
Nathan Ralph,Taylor,7295098-6
William B.,Scott,3939748-1
Moin,Muhammad,7158887-7
Lee R.,Jones,8606373-3
Vincenzo P.,"Benevento, Jr.",5365607-1
Carmine J.,"Colaluca, Jr.",4976399-2
Alva D.,Cravens,9224137-2
Blair R.,Gades,5734128-1
Eugene F.,Hanyzewski,4445553-1
Donald T.,Lester,PP5335-2
Andy,Rice,4802610-2
Bryan,Kroh,9326399-3
Forrest Power,Trepte,7162314-3
Kevin K.,Sterr,4951311-1
Lynn R.,Everhart,4735293-1
John R.,Menard,7857102-1
William J.,Runde,9593618-1
Connie H.,Moy,6662623-6
Dana F.,Bovee,4867307-1
Daneen,Solomon,D830569-1
Warren D.,Graff,6336254-1
Marc,Bourgeios,9993986-3
Mark W.,Ellis,4747354-2
Merle Dana,Sears,10077917-5
Jeffrey P.,Wolf,4872365-1
Gary J.,Fischer,6247546-2
George Fredrick,Zitting,4048749-2
John R.,Vorndran,4252098-2
Nina,Gerasimova,9507864-3
Jennifer,Mitchell,9214094-7
Earl W.,"Kelley, III",D296749-2
Marshall Allan,Atlas,6208339-1
Gregory,Daynes,6715144-1
Frank Anthony,Kohlhaas,5720399-1
John K.,Dufrene,5216972-1
Kermit,Falk,10130809-4
Lori M.,Kostelnik,9126230-2
David L.,Kauffman,7255406-2
Robert White,Gilbert,10026854-4
Krishnakumar,Pillai,6618398-2
Keith R.,Smith,5109468-2
William,"Korba, Jr.",6164107-1
Buck A.,Pate,7360983-1
Barton A.,Hornstein,5209370-2
Lara,Siopis,D817339-2
Adam J.,Iser,10108706-3
Lori,Clifton,6907444-2
John R.,Amend,9359746-1
Wallace Earl,"DePue, Jr.",8853511-1
Jeffrey A.,Gariepy,6710969-1
Jamal Seyed,Yagoobi,6932580-1
Charles,Woodburn,6808028-1
William P.,Zabel,4051998-1
Yimin,Chen,10003563-4
Idris Saleh,Mokhtarzada,9213460-4
Roland,Ostapoff,10016535-1
Glenn,Kurlander,5993047-2
Michael P.,Silvon,4151101-2
Jan W.,Bass,4235613-2
Stephen J.,Caldwell,5308491-6
Steven K.,Gold,7768395-1
Eric J.,Ameele,8642425-2
Sean D.,Simpson,5177829-1
Marc T.,Budrick,5599983-4
Theodore J.,Williams,5312870-1
Peter,Mrdjen,4012776-1
David W.,Labua,5263702-1
Scott A.,Hollinger,10136121-2
Stephen R.,Straus,5322500-2
Ming,Zeng,10014205-6
Michael,Bubino,6249958-1
Leo,Nishio,6493704-3
Maria Andrea,Dannemiller,8456705-4
Godfrey A.,Holmstrom,3949822-2
Lawrence H.,"Gatton, Jr.",7862789-1
Edward J.,Stephens,RE28984-2
Roger C.,Williamson,4170605-1
Marvin L.,Snedeker,4664106-1
John E.,Raistakka,4079939-1
Charles R.,Rhodes,4686439-2
Alice J.,Radziewicz,D310149-1
William V.,Fries,6662979-2
Hiram,McCall,6311555-1
Richard L.,Puterbaugh,3948407-1
Stanley J.,Gut,4317253-1
Donald W.,Dahlin,5488240-4
Paul,Jones,6209874-1
Denise E.,Yancey,5290828-3
Jack A.,"Pedotto, Jr.",9187237-1
Lewis,Beach,10019737-1
Deborah,Briggs,9306964-3
John C.,Woolington,4329808-3
Andrew J.,Barton,5188558-2
Christopher S.,Tapper,7703267-1
Andrew L.,"Patrius, Jr.",5681005-3
Anthony J.,"Marrone, II",5007449-1
Russell J.,Taras,5483155-2
Irina,Kasyanova,9360596-1
Saikat,Dey,9013297-1
Valavanur A.,Subramanian,5906578-3
Michael,Morris,4736925-2
Mark T.,Nadir,4011545-1
John R.,"Neahr, II",4757542-1
Seymour C.,Yuter,4074793-1
Eric N.,Doelling,6955172-3
John C.,Liechty,7076487-1
Eric K.,Pritchard,3962752-2
Joseph Najib,Maalouf,10003220-4
Morris M.,Hallum,4316509-1
James Jie,Chen,6642834-2
Ronald B.,McGough,4160229-1
John C.,Dauer,8198356-1
Robert Davies,Behr,5963985-2
Richard,Brit,8370091-3
Brian Andrew,Walker,8132719-1
Eric,Bonabeau,7043463-1
Benedito J.,"Fonseca, Jr.",10034058-4
Jack H.,Arnold,5402965-5
Norman,Wildberger,D393009-4
Thomas A.,Corboy,4490282-1
Miroslav,Hajek,4273686-2
Robert A.,Herrig,8181232-4
Roger Gareth,Linington,8772247-1
Brian,Woodbury,10063297-3
Patrick Dennis,Chesnutt,6374913-3
Qi,Yan,7031989-4
Michael,Bowman,9516851-1
Michael,Luton,8205227-3
Joseph V.,Parigi,4488884-1
Christina R.,Morris,8272667-4
Sean Kevin,Murphy,7162706-2
JeanMarie Evangeline,Serrano,6923292-2
John A.,Darden,5375400-1
Bala,Thumma,5953236-2
W. Samuel,"Krotzer, Jr.",7201212-3
Thomas A.,Stewart,7137743-3
Shyamali,Ghosh,7879881-4
James N.,Groves,4065357-1
Stephen C.,Fields,5424278-1
Robert W.,"LaWarre, Sr.",4979546-1
Carol A.,Wise,6642370-1
Juan V.,Esteve Balducci,10042858-1
James D.,Pettus,8523272-1
Daniel H.,Werfelman,4260426-1
Mansour,Behrooz,7436427-5
Michael D.,Nissen,4336802-2
Michael J.,Mencik,5163605-1
Lawrenc A.,"Smith, Jr.",5248837-1
Jason E.,Hollander,4932130-1
Anthony J.,Rossetti,4407293-3
Con J.,Nolan,5375750-5
Matthew John,Mosley,10006315-3
Rick,Valderrama,9901518-2
James F.,Zavatone,5009363-1
Michael A.,Ramalho,10003377-1
Ernest,Rivellino,6651945-1
Barry H.,Minnerly,4994675-2
Ratko,Jagodic,10048924-3
Jason,Wagner,D788131-3
Steven,Malechek,9190898-3
Elissa Kahalelauniu,Babayigit,8811407-3
Phillip,Dowson,6663739-2
Tracey,Stanyer,6189057-3
Jimmy J.,Jensen,D336260-1
Lucy M.,Stols,5506350-2
Alfredo C.,Tamez,4915890-2
Jehan S.,Moghazy,7992005-3
Scott B.,Cain,8539929-3
Adan,Diaz,9404357-2
Ravi K.,Budhia,10102076-3
Andre,Burghard,4633477-3
Bruce R.,Kendall,5545841-2
Wenqing,Jiang,6757343-2
Joseph P.,Prusak,5180150-1
John C.,Falk,3985829-1
Bernd,Kaluza,5706722-2
